ma_can,dia_chi,quan,gia_thue_vnd,dien_tich_m2,tien_ich_xung_quanh
6b657835-5bf9-462c-bb4d-97a03be8d621,973A Nguyễn Thái Học,Ba Đình,16600000,107,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
b14b0e8d-074b-4518-8e19-99cfd8749a92,793B Trần Khát Chân,Hai Bà Trưng,7300000,76,Chợ dân sinh; Trường học; Bến xe buýt; Phòng gym; Trung tâm thương mại
f99e9ece-d83b-491e-8d08-3322f82d62bf,247A Quang Trung,Hà Đông,6000000,78,Chợ dân sinh; Bến xe buýt; Công viên
2a583222-da25-4150-845f-1b98feeff3b9,86B Nguyễn Khánh Toàn,Cầu Giấy,4200000,74,Chợ dân sinh; Bến xe buýt
2829dc2c-6455-43c8-b2ff-cb542d62585c,392D Đông Ngạc,Bắc Từ Liêm,10300000,60,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Rạp chiếu phim
0ddb3228-3da5-45db-afc6-0635045902b6,366A Việt Hưng,Long Biên,9800000,94,Chợ dân sinh; Trường học; Siêu thị; Công viên; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
220c252f-ddee-4012-bace-950c7e118138,862E Mỹ Đình,Nam Từ Liêm,6200000,20,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bệnh viện
a1fc09df-5830-4903-b71c-f2007c33621d,329E Đại Mỗ,Nam Từ Liêm,14600000,114,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
1c396bf1-8e4c-4783-bebd-01018397080f,231D Mộ Lao,Hà Đông,10300000,93,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Sân tennis
2e5481b9-587a-4f26-bd72-3f7eaa34b5e7,346D Tân Mai,Hoàng Mai,8100000,98,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Bể bơi
118acba9-3130-49cd-9eb4-16a6e363b9e7,782A Văn Quán,Hà Đông,6600000,69,Chợ dân sinh; Siêu thị; Khu vui chơi trẻ em
933762a2-8fe6-4126-8ccc-5b76ba4a6d1a,620C Định Công,Hoàng Mai,9800000,83,Trường học; Phòng gym; Bể bơi
90ed9892-8caa-4b25-9af9-935d1d119d59,164C Hàng Bông,Hoàn Kiếm,4700000,105,Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Rạp chiếu phim
96286c1b-8df0-4a6b-933c-977a4541c956,551D Quảng An,Tây Hồ,17300000,166,Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
c5cf085b-6f4f-4144-8a46-c6e5c70c12f6,353B Nguyễn Khánh Toàn,Cầu Giấy,4700000,57,Chợ dân sinh; Trường học; Siêu thị; Phòng gym
72ef24ba-f500-4dc9-80f9-2ba8a319d332,647C Mỹ Đình,Nam Từ Liêm,6200000,36,Trường học; Siêu thị; Bệnh viện; Khu vui chơi trẻ em; Trung tâm thương mại; Sân tennis
c24f7b9e-1911-48a1-a4c7-131734ced64e,280A Xã Đàn,Đống Đa,7900000,86,Trường học; Siêu thị; Công viên; Bệnh viện; Sân tennis
3fd9c140-b687-4c6b-b3b7-e5d23ddb2dfd,848C Tây Sơn,Đống Đa,12500000,128,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Rạp chiếu phim
cc4416c5-71ea-416b-a0a2-7ce36af72a5b,340A Mỹ Đình,Nam Từ Liêm,6900000,98,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Bể bơi; Rạp chiếu phim
62c0f8d4-89bb-442b-8ed2-bdfa992ba21c,967D Nguyễn Thái Học,Ba Đình,14100000,103,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
0a04af1f-5899-4d87-869b-8f10932aa38a,221C Yên Nghĩa,Hà Đông,9000000,74,Bệnh viện; Bể bơi
6eec4c81-e269-41dc-b2ab-457d5a1954a7,233B Văn Quán,Hà Đông,14200000,134,Trường học; Siêu thị; Công viên; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Bể bơi
6c21159f-b8dc-428e-a9cf-93adadcb0e09,295B Nguyễn Văn Cừ,Long Biên,2900000,38,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
428662f0-0142-4f85-8988-355dfb445c08,417C Phạm Văn Đồng,Bắc Từ Liêm,9900000,109,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi
17fae082-ff20-42f4-95f6-863b2c1dd48d,763A Quang Trung,Hà Đông,6200000,26,Trường học; Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô
beb3796e-a9ca-4564-860b-a45762a71100,868B Lê Đức Thọ,Nam Từ Liêm,6300000,77,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Trung tâm thương mại
705272e3-06c8-41c3-9e73-0d372effe537,148D Ngọc Lâm,Long Biên,13800000,113,Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
4c7748ad-890d-4e35-bb09-c47b8bf05abd,540E Xuân Thủy,Cầu Giấy,15700000,127,Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
3b531de7-eaf9-42e2-880a-927dfa1e2f94,168E Liễu Giai,Ba Đình,2200000,20,Siêu thị; Bến xe buýt
ac1063c9-bdd4-4877-bca6-5d89b98773c2,686A Xuân Diệu,Tây Hồ,14200000,101,Trường học; Bến xe buýt; Phòng gym; Bể bơi; Sân tennis
faf75c55-9187-40ce-81e5-9a485a87d93c,336B Trần Hưng Đạo,Hoàn Kiếm,13600000,150,Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
0bd5499a-e986-4b27-aa71-be0da323815a,275A Việt Hưng,Long Biên,11500000,87,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Bể bơi; Rạp chiếu phim; Sân tennis
886d2f4a-6c0f-43b7-a290-8b1949234ed7,75C Mộ Lao,Hà Đông,8300000,75,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô; Phòng gym; Rạp chiếu phim; Sân tennis
59ee2abf-f69a-43f6-a17a-686e329f7219,833B Định Công,Hoàng Mai,11800000,140,Trường học; Siêu thị; Bến xe buýt; Khu vui chơi trẻ em
4bbf5d74-ecd4-4dc5-a8c2-79a692743a41,303E Liễu Giai,Ba Đình,13400000,144,Chợ dân sinh; Trường học; Siêu thị; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
fb90a635-ea7d-4539-9aa3-c686a3aee69a,337E Ngọc Lâm,Long Biên,2400000,20,Chợ dân sinh; Siêu thị; Bến xe buýt
cd00cc19-2f74-4243-8aae-ebc3a1803d4a,767E Phạm Hùng,Nam Từ Liêm,14200000,104,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Bể bơi
e05111cf-b41e-4e15-8b42-18c810538df7,591B Ngọc Lâm,Long Biên,12400000,67,Siêu thị; Khu vui chơi trẻ em; Bể bơi
beb23721-e1c2-492e-b0b5-7969e74abcb7,726E Việt Hưng,Long Biên,5500000,65,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
ad2f4684-bb5f-4e48-bb5c-036cf30f282a,33C Hàng Bài,Hoàn Kiếm,5600000,41,Chợ dân sinh; Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi
fe0d2ad0-00b0-4aab-82fc-ccf4d4eb312a,547B Đông Ngạc,Bắc Từ Liêm,4800000,84,Bến xe buýt; Khu vui chơi trẻ em
bc018cb7-fa56-4c07-8ea3-74eaf4de14b7,716B Nguyễn Văn Cừ,Long Biên,5000000,70,Chợ dân sinh; Trường học; Bến xe buýt
c12f7691-4b6a-419a-92a4-9849956dd508,622D Xã Đàn,Đống Đa,11800000,112,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym; Trung tâm thương mại
24f77bee-ac12-4d41-b0ee-4fdf52870816,876A Kim Mã,Ba Đình,4900000,29,Chợ dân sinh; Trường học; Siêu thị; Công viên; Phòng gym; Khu vui chơi trẻ em
357fe013-6ee7-41df-a60b-b040c215bc7d,397D Nguyễn Văn Cừ,Long Biên,4500000,55,Chợ dân sinh; Trường học; Bệnh viện; Phòng gym
e06cce6c-c90c-40b4-8d24-617e46efa89c,561A Phạm Văn Đồng,Bắc Từ Liêm,9000000,91,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi
b7931344-4b96-4afb-8216-03b7f76a47f1,343E Xuân Đỉnh,Bắc Từ Liêm,11200000,151,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym
22f3986f-7803-454f-89a6-134213166e13,384A Khương Trung,Thanh Xuân,4000000,24,Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym
67aba3a6-946e-4c85-9264-f4b8ebbcb16c,418D Văn Quán,Hà Đông,7200000,73,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô
038e9eb6-da6e-46d2-878b-8e0f6fa4bdde,796C Sài Đồng,Long Biên,10100000,88,Siêu thị; Bến xe buýt; Phòng gym; Bể bơi
31482291-a477-4393-bcdb-cc77252c824e,250D Yên Nghĩa,Hà Đông,2900000,20,Trường học; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Rạp chiếu phim
efc280d9-36a0-4bbf-ad84-e844a2758c8e,131A Nguyễn Khánh Toàn,Cầu Giấy,9500000,70,Chợ dân sinh; Trường học; Công viên; Bãi đỗ xe ô tô; Trung tâm thương mại
c4e0b914-5c1c-4c51-9a95-abe9d59171a9,808A Cổ Nhuế,Bắc Từ Liêm,5400000,34,Chợ dân sinh; Phòng gym
769de146-612c-410a-9585-ec0263dc8668,750D Mộ Lao,Hà Đông,11200000,81,Chợ dân sinh; Bến xe buýt; Khu vui chơi trẻ em; Bể bơi; Sân tennis
88432e53-3f5c-4706-969a-d8187bfc3fe1,449B Trần Duy Hưng,Cầu Giấy,8900000,63,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
aaa00571-c382-447e-b387-484241639084,445E Việt Hưng,Long Biên,3100000,20,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Trung tâm thương mại
c205e29d-5ffc-4788-91e5-6b2b0bcf37b5,140A Ngọc Lâm,Long Biên,2400000,86,
6fdecd8e-1d60-46b2-ae7a-4f5f7ee4e428,78D Quang Trung,Hà Đông,7800000,96,Chợ dân sinh; Trường học; Công viên; Bãi đỗ xe ô tô
63ca1b89-90aa-461b-8990-eca0e3b02a1d,102D Linh Đàm,Hoàng Mai,7700000,111,Trường học; Bến xe buýt; Công viên; Khu vui chơi trẻ em
6781876b-1351-413f-9468-4b5de5f1023e,370B Nguyễn Khánh Toàn,Cầu Giấy,14000000,87,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
a71eb5fe-92da-4336-8278-93830d8a255b,144E Nguyễn Thái Học,Ba Đình,13100000,123,Trường học; Siêu thị; Bến xe buýt; Công viên; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
1b16c0d2-575f-4ac7-aba0-602e4afb4d8d,672E Ngọc Lâm,Long Biên,7000000,21,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Rạp chiếu phim
91046d3f-9b76-4647-90eb-800c471773f9,733D Mộ Lao,Hà Đông,2300000,42,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt
ab346c5a-3f3a-4a87-97c1-966420bfd15d,489B Phạm Văn Đồng,Bắc Từ Liêm,2300000,20,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Phòng gym
2363a141-33c5-4a62-ae1b-851731338e9e,609E Lê Văn Lương,Thanh Xuân,8800000,69,Trường học; Bến xe buýt; Khu vui chơi trẻ em; Sân tennis
db9f0a95-9a04-4dd4-8785-834926ccbe13,663A Sài Đồng,Long Biên,6700000,74,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện
b644cda8-518a-4ad8-a118-ffe1f783f6dc,932C Nguyễn Khánh Toàn,Cầu Giấy,3700000,59,Bệnh viện; Phòng gym; Rạp chiếu phim
f6595b80-04e6-42ab-b69b-8715bae673a0,259D Lê Đức Thọ,Nam Từ Liêm,5300000,32,Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi; Rạp chiếu phim; Sân tennis
eb50988c-bf28-421c-866e-c7bcc2e44d1f,802B Mộ Lao,Hà Đông,5000000,108,Chợ dân sinh; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Bể bơi
18a9d574-250f-4266-bb06-8b1d3e80c45d,998B Đại Mỗ,Nam Từ Liêm,4200000,20,Chợ dân sinh; Bến xe buýt
272f7de7-fe83-41c4-bf42-ea1068cd43e9,287E Minh Khai,Hai Bà Trưng,9100000,116,Bãi đỗ xe ô tô; Bể bơi
6b9f3c86-121a-4ee8-bb97-abd7e1ed12ab,534A Trần Khát Chân,Hai Bà Trưng,6600000,111,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô
be964f7e-c082-4857-bed6-9c8a357e9e18,86B Lê Đức Thọ,Nam Từ Liêm,12200000,102,Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Sân tennis
2d9f70ab-9c1a-46f1-afad-b9a3226ee191,963A Xuân Đỉnh,Bắc Từ Liêm,10200000,96,Bến xe buýt; Bãi đỗ xe ô tô; Sân tennis
aa08c99a-e1f5-4bd8-993e-62a3bb299aa5,324A Liễu Giai,Ba Đình,7600000,76,Trường học; Siêu thị; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Bể bơi
14fe8ef2-e278-40fc-a6af-dc0f0f8370a6,630C Nguyễn Trãi,Thanh Xuân,12300000,89,Trường học; Bến xe buýt; Công viên
f433b6fb-e7d1-4f02-9c56-bfb42a54ed5e,725B Lê Văn Lương,Thanh Xuân,2300000,20,Chợ dân sinh
f20b3b91-bd99-41a4-90a0-eed3b5608183,629A Bạch Mai,Hai Bà Trưng,5200000,85,Chợ dân sinh; Trường học; Trung tâm thương mại; Bể bơi
dca24a94-c388-4cf9-81b8-42bf0def573c,637D Đội Cấn,Ba Đình,8500000,87,Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Sân tennis
e973a479-b19d-4335-afc5-5b497044de64,471B Phạm Hùng,Nam Từ Liêm,4000000,37,Chợ dân sinh; Trường học; Bến xe buýt; Khu vui chơi trẻ em
194cab5b-be9e-48f9-8344-76c6ba07fa52,566A Văn Quán,Hà Đông,3700000,53,Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô
898f6939-0f42-4a57-9e15-9fc2f2d89ea6,223D Phạm Văn Đồng,Bắc Từ Liêm,3700000,20,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym
0a4a13d4-ebea-4f43-910f-7d7392303c23,212B Đại Mỗ,Nam Từ Liêm,11400000,116,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Bể bơi
94714255-cb31-427e-a437-787c826831b0,531A Nguyễn Trãi,Thanh Xuân,3600000,54,Chợ dân sinh; Bệnh viện
3a15127f-1489-4d99-8b6c-60608309186e,930D Xuân Đỉnh,Bắc Từ Liêm,3900000,64,Trường học; Bến xe buýt; Công viên
afeaaa03-adac-4929-a375-a0b34a250d07,872D Xuân Diệu,Tây Hồ,9600000,67,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô
a71ad622-486a-4025-81b7-c14d0e2bdf7c,14D Xuân Đỉnh,Bắc Từ Liêm,5700000,53,Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
13b29e29-a7fb-47d3-8bc6-83275e82c639,520E Minh Khai,Hai Bà Trưng,8900000,55,Siêu thị; Phòng gym; Trung tâm thương mại
429c637b-47a3-4edf-8763-268e0d1b98a9,930D Sài Đồng,Long Biên,8700000,113,Chợ dân sinh; Siêu thị; Bến xe buýt; Trung tâm thương mại
513c15ed-d971-4378-ab50-d9bf5261a47b,72B Đội Cấn,Ba Đình,8200000,110,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Khu vui chơi trẻ em; Trung tâm thương mại; Sân tennis
1d34c7fd-a71a-44b3-bca4-441c4292a3b4,954E Minh Khai,Hai Bà Trưng,10800000,43,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Sân tennis
59c36ccc-63d1-467f-85a3-b87166497f4d,900C Nguyễn Tuân,Thanh Xuân,3800000,39,Bệnh viện
116e58c3-5fde-483a-8bb1-5d08e0252143,745E Tân Mai,Hoàng Mai,8400000,71,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
efbcc308-4168-4a20-89a9-20f2e8546013,31D Mỹ Đình,Nam Từ Liêm,8900000,65,Chợ dân sinh; Trường học; Công viên; Bệnh viện; Phòng gym; Trung tâm thương mại; Bể bơi
a314cc9f-3133-47e7-8da5-0c0a38227bed,994C Khương Trung,Thanh Xuân,4000000,81,Trường học; Bến xe buýt; Công viên; Phòng gym
1409a69b-6c70-4572-b62a-6b446b0c98e2,273A Xuân Đỉnh,Bắc Từ Liêm,2500000,20,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Khu vui chơi trẻ em
24cb6a3f-2f3a-4019-a809-b033be043711,975A Chùa Bộc,Đống Đa,7000000,39,Trường học; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
214c4390-98b8-4b60-bcc7-759d91ac312f,475A Tây Sơn,Đống Đa,11400000,87,Chợ dân sinh; Trường học; Công viên; Phòng gym; Khu vui chơi trẻ em; Rạp chiếu phim
c6e73fbb-178e-41d4-85a1-da9778dcc1e2,285E Xuân Diệu,Tây Hồ,11300000,45,Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Rạp chiếu phim; Sân tennis
7cd3b66e-2d2d-4dcd-ac66-4033514257db,587C Ngọc Lâm,Long Biên,5100000,50,Chợ dân sinh; Siêu thị
e87484c5-6d76-4b64-a6b2-d8418c709625,582E Minh Khai,Hai Bà Trưng,10600000,91,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Trung tâm thương mại
cf6aff89-8aeb-4bd8-8199-f0d5668d3e80,293A Việt Hưng,Long Biên,7600000,58,Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Sân tennis
31ef45ee-2d39-4e7f-bbf8-a1d1685a3229,559C Đông Ngạc,Bắc Từ Liêm,5900000,50,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô
47f18ff0-05c8-4f6c-a9e6-c41bb03724a0,828A Khương Trung,Thanh Xuân,5000000,20,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Trung tâm thương mại
491ecda2-cdf1-4842-8f11-ea3937192de7,584A Xuân Thủy,Cầu Giấy,9900000,48,Chợ dân sinh; Bến xe buýt; Bệnh viện; Khu vui chơi trẻ em; Bể bơi
408601b3-e55b-4c3c-8906-64901908e295,410E Mộ Lao,Hà Đông,5100000,20,Chợ dân sinh; Trường học; Siêu thị; Bãi đỗ xe ô tô; Bể bơi
18bae584-b3e2-4e6b-9fdd-d4685bc25656,653D Ngọc Lâm,Long Biên,7300000,38,Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Bể bơi
ccb2b823-3777-47d4-be5f-e9a383fc7662,785A Văn Quán,Hà Đông,6000000,67,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
d591e05b-f4cd-4068-8e83-3b460d0886f0,318C Tây Sơn,Đống Đa,11100000,49,Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
387f53cf-b719-4940-bbef-54d888c7c91d,125E Khương Trung,Thanh Xuân,2000000,20,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô
663bb353-6d2c-401b-8658-fae3c6f082a0,206D Minh Khai,Hai Bà Trưng,3500000,20,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Rạp chiếu phim
40030625-e718-4273-aa82-59595406f338,994D Tây Sơn,Đống Đa,1900000,69,Chợ dân sinh
5b87ad40-86a4-4d10-8e92-886fd39edf4b,74C Văn Quán,Hà Đông,5300000,63,Công viên; Bệnh viện
ca8bc9cb-a34e-4add-a310-ccf149912a68,502E Khương Trung,Thanh Xuân,5300000,105,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Khu vui chơi trẻ em
ce9783c0-77b3-4811-8431-6571139a179f,622D Đông Ngạc,Bắc Từ Liêm,10000000,95,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
fae283be-5098-4b05-aae8-8e6461f81ff8,730C Việt Hưng,Long Biên,6900000,87,Trường học; Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Sân tennis
ee65b499-c5ce-4c54-af65-2dccaad40c7e,144C Nguyễn Trãi,Thanh Xuân,11900000,131,Trường học; Siêu thị; Công viên; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
b327c6a7-4686-4b31-bab9-c63d0b6f9007,581C Cổ Nhuế,Bắc Từ Liêm,14000000,163,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
cf88b649-3952-4118-a304-eef9a79e3b5c,79B Sài Đồng,Long Biên,10400000,155,Chợ dân sinh; Bến xe buýt; Công viên; Trung tâm thương mại
5db8c284-e94c-4070-bebd-a7c5b3596878,944A Bạch Mai,Hai Bà Trưng,6300000,35,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
c7d19817-aa62-4b22-ac56-3c83f3abf31f,159A Giáp Bát,Hoàng Mai,10900000,115,Trường học; Siêu thị; Công viên; Bệnh viện; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
3b03fa08-ebc3-43ef-a381-e1829979619b,386A Nguyễn Văn Cừ,Long Biên,7800000,46,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym
af46408e-b439-423d-b7e0-1544ca1782c9,744A Dịch Vọng Hậu,Cầu Giấy,12200000,47,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Trung tâm thương mại; Bể bơi
32850fb4-8fdf-4be3-857c-dabebb682342,399B Định Công,Hoàng Mai,4300000,78,Chợ dân sinh; Bệnh viện
4aacf2d3-e59d-4645-aecb-896ca44075df,821A Quang Trung,Hà Đông,6500000,124,Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại
e80ab133-fe82-4a0c-b3da-be01e7f06b47,824D Khương Trung,Thanh Xuân,7400000,40,Trường học; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
5037635e-0444-4c30-be45-5697a150a0cc,228C Lê Văn Lương,Thanh Xuân,5900000,20,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi; Rạp chiếu phim
fdd2254b-04ed-4414-94f3-895c4807f18f,835A Sài Đồng,Long Biên,10300000,138,Chợ dân sinh; Siêu thị; Bến xe buýt; Bể bơi
2de1b7f5-3cf1-42ad-960b-1ffd54c4c1c0,660D Mộ Lao,Hà Đông,5400000,56,Chợ dân sinh; Bến xe buýt; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
050eb32b-d3e4-4726-8ceb-b35b00cb6b89,439B Đại Mỗ,Nam Từ Liêm,11700000,56,Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Sân tennis
c013db4e-c12b-478c-9d30-e64261ea48af,773B Lạc Long Quân,Tây Hồ,10800000,119,Chợ dân sinh; Trường học; Bến xe buýt; Phòng gym; Bể bơi
282dbebb-e8e8-4233-b97d-f3c9a7a3690c,656C Nguyễn Thái Học,Ba Đình,8500000,99,Siêu thị; Trung tâm thương mại; Sân tennis
3d3dded2-6219-4265-a5b7-c88b8c5f772d,220D Phạm Hùng,Nam Từ Liêm,3200000,36,Chợ dân sinh; Trường học
0d16fbf7-f866-4952-bc52-61b63d259ae1,64D Trần Duy Hưng,Cầu Giấy,16500000,180,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
0eb04ffe-5463-4366-8643-43cefdf783ee,928A Khương Trung,Thanh Xuân,2800000,20,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện
8fc02320-bacd-4a45-b641-d1f37d0a696b,446D Việt Hưng,Long Biên,6200000,110,Siêu thị; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em
93b8b99a-b820-42c2-949a-3bea69deba55,834C Phạm Hùng,Nam Từ Liêm,3200000,75,Trường học; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
d25dd72f-d21e-4e9a-9014-e58c9ee75b90,293C Cổ Nhuế,Bắc Từ Liêm,3000000,65,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên
09c38d44-4260-4ea1-85b1-80f3ccd3a462,387D Nguyễn Tuân,Thanh Xuân,5500000,20,Chợ dân sinh; Trường học; Bệnh viện; Bể bơi
061bf157-938e-4970-9480-d8a6d556f82f,534A Mộ Lao,Hà Đông,8500000,92,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện
e708068b-d609-4561-9e66-7b3093c95f41,242A Kim Ngưu,Hai Bà Trưng,5100000,51,Siêu thị; Bến xe buýt; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
ee5f8dc5-4ae6-4ae5-9c06-d8a6f7d3a3bb,37B Láng Hạ,Đống Đa,6200000,106,Chợ dân sinh
a63a35ee-9d34-4102-8252-fe10291a7c93,38C Xuân Thủy,Cầu Giấy,13700000,173,Chợ dân sinh; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Rạp chiếu phim
